accuracy,loss,val_accuracy,val_loss,learning_rate
0.20512820780277252,2.3049991130828857,0.1024390235543251,2.3597757816314697,9.999999747378752e-05
0.34550195932388306,1.85063898563385,0.1024390235543251,2.390336036682129,9.999999747378752e-05
0.4046066999435425,1.7244648933410645,0.1024390235543251,2.4335989952087402,9.999999747378752e-05
0.4350282549858093,1.6333675384521484,0.1024390235543251,2.4942874908447266,9.999999747378752e-05
0.4550195634365082,1.595080852508545,0.1024390235543251,2.5460333824157715,4.999999873689376e-05
0.47979140281677246,1.5385178327560425,0.10439024120569229,2.6019113063812256,4.999999873689376e-05
0.4650152027606964,1.5095798969268799,0.10731707513332367,2.609031915664673,4.999999873689376e-05
0.4819643497467041,1.5019055604934692,0.11317072808742523,2.570192337036133,2.499999936844688e-05
0.5115167498588562,1.487877368927002,0.12975609302520752,2.4731595516204834,2.499999936844688e-05
0.516731858253479,1.450366497039795,0.15902438759803772,2.356353282928467,2.499999936844688e-05
0.512385904788971,1.4483965635299683,0.19609756767749786,2.2090036869049072,2.499999936844688e-05
0.5215123891830444,1.4346905946731567,0.2517073154449463,2.10202693939209,2.499999936844688e-05
0.5058670043945312,1.432223916053772,0.3385365903377533,1.9763985872268677,2.499999936844688e-05
0.5206431746482849,1.4279524087905884,0.37756097316741943,1.8949700593948364,2.499999936844688e-05
0.5176010727882385,1.4132211208343506,0.415609747171402,1.8276488780975342,2.499999936844688e-05
0.5210778117179871,1.4323441982269287,0.43024390935897827,1.7653082609176636,2.499999936844688e-05
0.5397652983665466,1.387512445449829,0.43219512701034546,1.7749205827713013,2.499999936844688e-05
0.5362885594367981,1.384994387626648,0.44975608587265015,1.7638404369354248,2.499999936844688e-05
0.5393307209014893,1.3700395822525024,0.438048779964447,1.7672048807144165,2.499999936844688e-05
0.5471534132957458,1.362246036529541,0.4243902564048767,1.7692829370498657,2.499999936844688e-05
0.5523685216903687,1.348044753074646,0.4243902564048767,1.8133349418640137,2.499999936844688e-05
0.5528031587600708,1.3407902717590332,0.4234146475791931,1.8354270458221436,1.249999968422344e-05
0.5632333755493164,1.3462690114974976,0.4224390387535095,1.8479344844818115,1.249999968422344e-05
0.5632333755493164,1.3286439180374146,0.41951218247413635,1.8371676206588745,1.249999968422344e-05
0.5641025900840759,1.3257659673690796,0.41853657364845276,1.8356353044509888,6.24999984211172e-06
0.5541068911552429,1.3373463153839111,0.42146340012550354,1.846198320388794,6.24999984211172e-06
0.5580182671546936,1.325140357017517,0.40487805008888245,1.8788213729858398,6.24999984211172e-06
0.5588874220848083,1.3198360204696655,0.40682926774024963,1.8814233541488647,3.12499992105586e-06
